definition,class,strictness,scope,stem_final_match_present,stem_final_match_imperfective,stem_final_match_perfective,stem_final_match_imperative,stem_final_match_infinitive
it's leaking,Ia*,loose,ending,False,False,False,True,False
it's leaking,Ib,strict,ending,False,False,False,True,False
it's leaking,Ib,loose,ending,False,False,False,True,False
it's leaking,Ic,strict,ending,False,False,False,True,False
it's leaking,Ic,loose,ending,False,False,False,True,False
it's leaking,Ic*,strict,ending,False,False,False,True,False
it's leaking,Ic*,loose,ending,False,False,False,True,False
it's leaking,Id,strict,ending,False,False,False,True,False
it's leaking,Id,loose,ending,False,False,False,True,False
it's leaking,IIa,loose,ending,False,False,False,True,False
it's leaking,IIb,loose,ending,False,False,False,True,False
it's leaking,IIIc2,strict,ending,False,False,False,True,False
it's leaking,IIIc2,loose,ending,False,False,False,True,False
it's leaking,IIId*,strict,reconstructs,True,True,True,True,True
it's leaking,IIId*,loose,full,True,True,True,True,True
he's ordering it,Ia,strict,ending,False,False,False,False,False
he's ordering it,Ia,loose,ending,False,False,False,False,False
he's ordering it,Id,strict,ending,False,False,False,True,False
he's ordering it,Id,loose,ending,False,False,False,True,False
he's ordering it,IIa,loose,ending,False,False,False,True,False
he's ordering it,IIId*,strict,full,True,True,True,True,True
he's ordering it,IIId*,loose,full,True,True,True,True,True
a long object is falling from an upright position,Ia,strict,ending,False,False,False,True,True
a long object is falling from an upright position,Ia,loose,ending,False,False,False,True,True
a long object is falling from an upright position,IIIc1,strict,ending,False,False,False,False,False
a long object is falling from an upright position,IIIc1,loose,ending,False,False,False,False,False
a long object is falling from an upright position,IIIc1*,strict,reconstructs,True,True,True,True,True
a long object is falling from an upright position,IIIc1*,loose,full,True,True,True,True,True
a long object is falling from an upright position,IIIc2,strict,ending,False,False,False,False,True
a long object is falling from an upright position,IIIc2,loose,ending,False,False,False,False,True
he's sweeping it,Id,strict,ending,False,False,False,True,False
he's sweeping it,Id,loose,ending,False,False,False,True,False
he's sweeping it,IIa,loose,ending,False,False,False,False,False
she's cooking a meal,Id,strict,ending,False,False,False,True,False
she's cooking a meal,Id,loose,ending,False,False,False,True,False
she's cooking a meal,IIa,loose,ending,False,False,False,False,False
she's cooking a meal,IIIa1,strict,full,True,True,True,True,True
she's cooking a meal,IIIa1,loose,full,True,True,True,True,True
she's cooking a meal,IIIa1*,strict,ending,True,True,False,True,False
she's cooking a meal,IIIa1*,loose,ending,True,True,True,True,False
she's cooking a meal,IIIa2,strict,ending,True,True,True,True,False
she's cooking a meal,IIIa2,loose,ending,True,True,True,True,False
she's cooking a meal,IIIb,strict,ending,False,False,False,False,True
she's cooking a meal,IIIb,loose,ending,False,False,False,False,True
he's putting a flexible object in a hole or in a container,Id,strict,ending,False,False,False,True,False
he's putting a flexible object in a hole or in a container,Id,loose,ending,False,False,False,True,False
he's putting a flexible object in a hole or in a container,IIa,loose,ending,False,False,False,False,False
he's putting a flexible object in a hole or in a container,IIIa1,strict,full,True,True,True,True,True
he's putting a flexible object in a hole or in a container,IIIa1,loose,full,True,True,True,True,True
he's putting a flexible object in a hole or in a container,IIIa1*,strict,full,True,True,True,True,True
he's putting a flexible object in a hole or in a container,IIIa1*,loose,full,True,True,True,True,True
he's putting a flexible object in a hole or in a container,IIIa2,loose,ending,False,False,True,True,True
he's putting a flexible object in a hole or in a container,IIIb,strict,ending,False,False,False,False,True
he's putting a flexible object in a hole or in a container,IIIb,loose,ending,False,False,False,False,True
he's quilting it,Id,strict,ending,False,False,False,True,False
he's quilting it,Id,loose,ending,False,False,False,True,False
he's quilting it,IIa,loose,ending,False,False,False,False,False
he's quilting it,IIIa1,strict,full,True,True,True,True,True
he's quilting it,IIIa1,loose,full,True,True,True,True,True
he's quilting it,IIIa1*,strict,ending,True,True,False,True,False
he's quilting it,IIIa1*,loose,ending,True,True,False,True,False
he's quilting it,IIIa2,loose,ending,False,False,False,False,False
he's quilting it,IIIb,strict,ending,False,False,True,False,True
he's quilting it,IIIb,loose,ending,False,False,True,False,True
"he's crossing (a road, bridge, etc.)",Ia,strict,ending,False,False,False,True,True
"he's crossing (a road, bridge, etc.)",Ia,loose,ending,False,False,False,True,True
"he's crossing (a road, bridge, etc.)",IIIc1,loose,ending,False,False,False,False,False
"he's crossing (a road, bridge, etc.)",IIIc1*,loose,ending,False,False,False,False,False
"he's crossing (a road, bridge, etc.)",IIIc2,loose,full,True,True,True,True,True
he's stinging it,Id,strict,ending,False,False,False,True,False
he's stinging it,Id,loose,ending,False,False,False,True,False
he's stinging it,IIa,loose,ending,False,False,False,True,False
he's smoking it,Ia,strict,ending,False,False,False,True,False
he's smoking it,Ia,loose,ending,False,False,False,True,False
he's smoking it,IIIc2,loose,ending,False,False,False,False,False
he's clawing him,Ia,strict,ending,False,False,False,False,False
he's clawing him,Ia,loose,ending,False,False,False,False,False
he's clawing him,Id,strict,ending,False,False,False,True,False
he's clawing him,Id,loose,ending,False,False,False,True,False
he's clawing him,IIa,loose,ending,False,False,False,True,False
he's clawing him,IIId*,strict,full,True,True,True,True,True
he's clawing him,IIId*,loose,full,True,True,True,True,True
he's sucking it,Ia,strict,ending,False,False,False,False,False
he's sucking it,Ia,loose,ending,False,False,False,False,False
he's sucking it,Ib,strict,ending,False,False,False,False,False
he's sucking it,Ib,loose,ending,False,False,False,False,False
he's sucking it,Id,strict,ending,False,False,False,True,False
he's sucking it,Id,loose,ending,False,False,False,True,False
he's sucking it,IIa,loose,ending,False,False,False,False,False
he's sucking it,IIId*,strict,full,True,True,True,True,True
he's sucking it,IIId*,loose,full,True,True,True,True,True
he's laughing,Ia,strict,ending,False,False,False,False,False
he's laughing,Ia,loose,ending,False,False,False,False,False
he's laughing,Ib,strict,ending,False,False,False,False,False
he's laughing,Ib,loose,ending,False,False,False,False,False
he's laughing,Id,strict,ending,False,False,False,True,False
he's laughing,Id,loose,ending,False,False,False,True,False
he's laughing,IIa,loose,ending,False,False,False,False,False
he's laughing,IIId*,strict,full,True,True,True,True,True
he's laughing,IIId*,loose,full,True,True,True,True,True
"he's dreaming about him, it",Ia,strict,ending,False,False,False,False,False
"he's dreaming about him, it",Ia,loose,ending,False,False,False,False,False
"he's dreaming about him, it",Ib,strict,ending,False,False,False,False,False
"he's dreaming about him, it",Ib,loose,ending,False,False,False,False,False
"he's dreaming about him, it",Id,strict,ending,False,False,False,True,False
"he's dreaming about him, it",Id,loose,ending,False,False,False,True,False
"he's dreaming about him, it",IIa,loose,ending,False,False,False,False,False
"he's dreaming about him, it",IIId*,strict,full,True,True,True,True,True
"he's dreaming about him, it",IIId*,loose,full,True,True,True,True,True
he's peeling it,Ia,strict,ending,False,False,False,False,False
he's peeling it,Ia,loose,ending,False,False,False,False,False
he's peeling it,Ib,strict,ending,False,False,False,False,False
he's peeling it,Ib,loose,ending,False,False,False,False,False
he's peeling it,Id,strict,ending,False,False,False,True,False
he's peeling it,Id,loose,ending,False,False,False,True,False
he's peeling it,IIa,loose,ending,False,False,False,False,False
he's peeling it,IIId*,strict,full,True,True,True,True,True
he's peeling it,IIId*,loose,full,True,True,True,True,True
it's bending,Id,strict,ending,False,False,False,True,False
it's bending,Id,loose,ending,False,False,False,True,False
it's bending,IIa,loose,ending,False,False,False,True,False
it's bending,IIb,loose,ending,False,False,False,True,False
it's bending,IIIa1,strict,full,True,True,True,True,True
it's bending,IIIa1,loose,full,True,True,True,True,True
it's bending,IIIa1*,strict,reconstructs,True,True,True,True,True
it's bending,IIIa1*,loose,full,True,True,True,True,True
it's bending,IIIa2,loose,ending,False,False,True,True,True
it's bending,IIIb,strict,ending,False,False,False,True,True
it's bending,IIIb,loose,ending,False,False,False,True,True
he's bragging,Ia,strict,ending,False,False,False,False,True
he's bragging,Ia,loose,ending,False,False,False,False,True
he's bragging,Id,strict,ending,False,False,False,True,False
he's bragging,Id,loose,ending,False,False,False,True,False
he's bragging,IIa,loose,ending,False,False,False,False,False
he's bragging,IIId*,strict,full,True,True,True,True,True
he's bragging,IIId*,loose,full,True,True,True,True,True
he's spitting,Id,strict,ending,False,False,False,True,False
he's spitting,Id,loose,ending,False,False,False,True,False
he's spitting,IIa,loose,ending,False,False,False,False,False
"he's putting him inside, (somewhere large enough to move around)",Id,strict,ending,False,False,False,True,False
"he's putting him inside, (somewhere large enough to move around)",Id,loose,ending,False,False,False,True,False
"he's putting him inside, (somewhere large enough to move around)",IIa,loose,ending,False,False,False,False,False
"he's putting him inside, (somewhere large enough to move around)",IVa,strict,full,True,True,True,True,True
"he's putting him inside, (somewhere large enough to move around)",IVa,loose,full,True,True,True,True,True
he has time,XIa*,strict,reconstructs,True,True,True,True,True
he has time,XIa*,loose,full,True,True,True,True,True
he has time,XIb*,strict,full,True,True,True,True,True
he has time,XIb*,loose,full,True,True,True,True,True
